RO number, RO status, Line A, Line B, Line C, Open Date
873990,READY TO POST,E REPAIR OR REPLACE      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
873991,PREASSIGNED,SENGER SIDE MIROR COVER M,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
873993,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
873995,READY TO POST,AIR 1 TIRE  BALANCE  ADJU,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
873998,READY TO POST,LACE 1 TIRE  MOUNT AND BA,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874002,READY TO POST,CHANGE OIL & FILTER      ,CK TIRES AND SUSPENSION  ,CK AND ADJUST TIRE PRESSU,23FEB26
874003,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874010,READY TO POST,LACE 4 TIRES  MOUNT AND B,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874011,READY TO POST,NT CAMERA CALIBRATION    ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874012,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874013,READY TO POST,CK ENGINE LIGHT ON  DIAG ,S CALIBRATION            ,CK AND ADJUST TIRE PRESSU,23FEB26
874014,READY TO POST,OND ROW SEAT HEADREST    ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874015,READY TO POST,E REPAIR OR REPLACE      ,UST TIRE PRESSURE AND RES,LACE KEY REMOTE BATTERY  ,23FEB26
874016,READY TO POST,OUND INSPECT VEHICLE     ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874017,OPENED,E REPAIR OR REPLACE      ,LACE 2 TIRES  MOUNT AND B,CK AND ADJUST TIRE PRESSU,23FEB26
874018,READY TO POST,UST TIRE PRESSURE AND RES,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874019,READY TO POST,AIR 1 TIRE  BALANCE  ADJU,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874020,READY TO POST,CK ENGINE LIGHT ON  DIAG ,,,23FEB26
874021,READY TO POST,CK BRAKES                ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874022,READY TO POST,ctric Vehicle Sound Level,,,23FEB26
874023,READY TO POST,ctric Vehicle Sound Level,,,23FEB26
874024,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874025,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874026,READY TO POST,TERY  TEST  REMOVE AND RE,NT CAMERA CALIBRATION    ,CK AND ADJUST TIRE PRESSU,23FEB26
874027,READY TO POST,AIR 1 TIRE  BALANCE  ADJU,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874028,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874029,READY TO POST,CK ENGINE LIGHT ON  DIAG ,,,23FEB26
874030,READY TO POST,CK ENGINE LIGHT ON  DIAG ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874031,READY TO POST,R INSPECTION             ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874032,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874033,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874034,READY TO POST,TERY  TEST  REMOVE AND RE,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874035,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874036,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874037,READY TO POST,TERY  TEST  REMOVE AND RE,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874038,READY TO POST,LACE 2 TIRES  MOUNT AND B,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874039,READY TO POST,CK ENGINE LIGHT ON  DIAG ,,,23FEB26
874040,READY TO POST,CK TRANS  CUSTOMER COMPLA,,,23FEB26
874041,READY TO POST,CHANGE OIL & FILTER      ,E REPAIR OR REPLACE      ,CK AND ADJUST TIRE PRESSU,23FEB26
874042,READY TO POST,AIR 1 TIRE  BALANCE  ADJU,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874043,READY TO POST,HEADLIGHT ASSY           ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874044,READY TO POST,OUND INSPECT VEHICLE     ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874045,READY TO POST,UST TIRE PRESSURE AND RES,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874047,READY TO POST,TES FLUID LEAK AND SMOKIN,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874048,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874049,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874050,READY TO POST,LACE OIL AND FILTER  PERF,EL  REPLACE 2            ,SURE AND DOCUMENT TIRE TR,23FEB26
874052,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874053,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874054,VEH,WASHERS DOESN'T WORK     ,ARD LIGHTS DOESN'T WORK  ,CK AND ADJUST TIRE PRESSU,23FEB26
874055,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874056,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874057,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874058,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874059,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874060,READY TO POST,CHANGE OIL & FILTER      ,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
874061,READY TO POST,LACE OIL AND FILTER  PERF,CK AND ADJUST TIRE PRESSU,SURE AND DOCUMENT TIRE TR,23FEB26
